mail,Spam
¡Alerta! Alguien ha intentado cambiar la contraseña de su cuenta de iCloud.,1
¿Problemas de rendimiento masculino? Tenemos la solución definitiva en shrt.url/xyz,1
El gimnasio me ha avisado de que mañana abren en horario especial.,0
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
Hola equipo; les comparto el acta de la reunión de hoy. Saludos.,0
Descuentos del 90% en suplementos y salud. Visita nuestra farmacia en verificar-cuenta.net,1
Consigue licencias de Windows y Office por menos de 5 euros en premios-ya.org/click,1
Tu pedido de Mercado Libre ha sido cancelado. Solicita el reembolso en t.co/promo,1
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en premios-ya.org/click,1
¡URGENTE! Tu cuenta de Bankinter ha sido bloqueada. Reactiva aquí: shrt.url/xyz,1
Mejora tu historial crediticio con nuestro método legal y rápido.,1
Atención: Su cuenta de correo será eliminada si no confirma sus datos en seguridad-banca.com,1
Tu mascota puede ser la imagen de nuestra nueva campaña de AliExpress.,1
Oferta de empleo: Buscamos asistente remoto. Sueldo de 15.000 semanales.,1
Descubra el secreto para ganar la lotería nacional cada semana.,1
Descuentos del 90% en suplementos y salud. Visita nuestra farmacia en bit.ly/secure-auth,1
Consigue el carnet de conducir sin examen práctico. Escríbenos ya.,1
Descubra el secreto para ganar la lotería nacional cada semana.,1
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
Su ID de Apple ha sido bloqueado por razones de seguridad. Desbloquee en seguridad-banca.com,1
Tu reserva de hotel en España ha sido confirmada con éxito.,0
Te han enviado un archivo confidencial por WeTransfer. Descarga en seguridad-banca.com,1
Su reembolso de impuestos de 15.000 está listo. Confirme su cuenta: premios-ya.org/click,1
Descuentos del 90% en suplementos y salud. Visita nuestra farmacia en bit.ly/secure-auth,1
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
Hola mamá; ya hemos llegado al hotel. Todo está perfecto. Besos.,0
Oportunidad única: Invierte en Bitcoin y multiplica tu capital hoy mismo.,1
Gana una beca completa para estudiar en el extranjero. Pulsa aquí: premios-ya.org/click,1
La reunión con los inversores ha ido muy bien. Luego te cuento los detalles.,0
Has sido mencionado en una publicación. Haz clic para ver el comentario.,1
Te adjunto el manual de usuario del nuevo software que vamos a implementar.,0
Atención cliente: Su clave de acceso caduca en 24 horas. Cámbiela en seguridad-banca.com,1
Haz que tu web aparezca en el número 1 de Google con nuestros servicios.,1
Descubra el secreto para ganar la lotería nacional cada semana.,1
El pedido de papelería para la oficina ya ha llegado. Está en recepción.,0
Trabajo de medio tiempo para Amazon. Gana hasta 2.500 al día.,1
Urgente: Alerta de virus detectada en su navegador. Limpie su sistema en t.co/promo,1
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
Invierta en la industria del cannabis legal y obtenga grandes rentabilidades.,1
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Se ha realizado una compra de 2.500 en IKEA con su tarjeta. ¿No fue usted?,1
Confirmación de transferencia de 500 pendiente. Ver detalles: bit.ly/secure-auth,1
Te adjunto la factura de la comida de empresa para que la pases a contabilidad.,0
Hola Pedro; te adjunto la propuesta de colaboración que hablamos.,0
Descubra el secreto para ganar la lotería nacional cada semana.,1
Usted tiene una herencia sin reclamar de un pariente en Perú.,1
Hola Carlos; ¿confirmamos la reunión para el próximo viernes a las 16:30?,0
Tu coche tiene una multa de tráfico pendiente de pago. Ver imagen: verificar-cuenta.net,1
Te envío el menú para la boda de mi hermana. Elige un plato principal.,0
Consiga el nuevo perfume de Dior totalmente gratis participando en premios-ya.org/click,1
Trabaje como probador de productos electrónicos para grandes marcas.,1
Hola Javier; espero que estés mejor de tu resfriado. Recupérate pronto.,0
Confirmación de cancelación: Tu suscripción a Disney+ ha finalizado.,0
Su ID de Apple ha sido bloqueado por razones de seguridad. Desbloquee en verificar-cuenta.net,1
Tu recibo del alquiler de este mes ya ha sido procesado por el banco.,0
Felicidades Sofía; has sido preseleccionado para el reality show de moda.,1
He reservado las entradas para el cine del domingo. Nos vemos allí.,0
Hola Pedro; ¿has podido revisar el presupuesto que te mandé?,0
Adjunto el itinerario de nuestro viaje a Perú. ¡Qué ganas de ir!,0
La reunión de padres de alumnos será en el aula magna el lunes a las 17:00.,0
Te envío el código de acceso para entrar en el edificio esta tarde.,0
Consigue el carnet de conducir sin examen práctico. Escríbenos ya.,1
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
Tu reserva de hotel en Argentina ha sido confirmada con éxito.,0
Recordatorio de pago: Tu recibo de autónomos se cargará el próximo lunes.,0
Tu suscripción a Netflix se ha renovado correctamente. Gracias por tu confianza.,0
Confirmación de transferencia de 5.000 pendiente. Ver detalles: t.co/promo,1
Vea quién está espiando su perfil de Facebook entrando en bit.ly/secure-auth,1
Recordatorio de pago: Tu recibo de autónomos se cargará el próximo martes.,0
La reunión de padres de alumnos será en el aula magna el próximo lunes a las 15:00.,0
¿Quieres que compremos algo para cenar o prefieres salir fuera?,0
Hola jefe; ya he terminado las tareas que me encargó esta mañana.,0
Te adjunto mi CV actualizado por si te enteras de alguna vacante.,0
Te envío la captura de pantalla con el error que me sale en la web.,0
Hola Pedro; ¿te llegó el correo con los detalles del proyecto Beta?,0
Hola jefe; ya he terminado las tareas que me encargó esta mañana.,0
Recordatorio: Mañana es el último día para entregar el informe trimestral.,0
Participa en el sorteo de un crucero por el Mediterráneo para dos personas.,1
¿Me confirmas si recibiste el paquete que te envié la semana pasada?,0
Reclama tu tarjeta regalo de El Corte Inglés de 500 euros antes de que caduque.,1
Hola; te escribo para decirte que al final no podré ir al cine; lo siento.,0
Hola; soy una joven que busca amistad. Escríbeme a mi Telegram: @user_hot,1
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en bit.ly/secure-auth,1
Invierta en acciones de Tesla y gane dividendos mensuales garantizados.,1
Felicidades Sofía; has sido preseleccionado para el reality show de moda.,1
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Su préstamo ha sido aprobado. Reciba el dinero en menos de 10 minutos.,1
Te envío el documento de Word con mis comentarios en control de cambios.,0
¿Me confirmas tu dirección actual para enviarte la invitación por correo?,0
Oferta de empleo: Buscamos asistente remoto. Sueldo de 45.000 semanales.,1
¡Alerta! Alguien ha intentado cambiar la contraseña de su cuenta de Disney+.,1
La presentación del proyecto Marketing ha sido pospuesta para la semana que viene.,0
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
¿Me podrías pasar el contacto de Laura? Necesito consultarle una duda técnica.,0
Su cuenta de PayPal ha sido restringida. Verifique su identidad aquí: premios-ya.org/click,1
Últimos días para aprovechar las rebajas de verano en relojes de lujo.,1
El profesor ha subido una nueva nota al portal de la universidad.,0
Invierta en la industria del cannabis legal y obtenga grandes rentabilidades.,1
¿Me podrías ayudar a configurar el nuevo router este fin de semana?,0
Oferta de empleo: Buscamos asistente remoto. Sueldo de 15.000 semanales.,1
Adjunto el itinerario de nuestro viaje a Argentina. ¡Qué ganas de ir!,0
Su acceso a la plataforma de inversión ha sido bloqueado por seguridad.,1
Solicitud de amistad pendiente de una persona que conoces en seguridad-banca.com,1
Gana dinero compartiendo enlaces en tus redes sociales. Es gratis.,1
Obtenga un cupón de 50€ para gastar en El Corte Inglés por su fidelidad.,1
Gana dinero probando videojuegos desde casa. Regístrate en premios-ya.org/click,1
Recordatorio: Tienes una clase particular de música el próximo lunes a las 16:00.,0
El gimnasio me ha avisado de que mañana abren en horario especial.,0
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
¿Quieres perder peso rápido? Prueba nuestras pastillas milagrosas en verificar-cuenta.net,1
Gana una cena para dos en un restaurante estrella Michelin de tu ciudad.,1
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
Tu paquete de Correos está listo para entrega pero faltan datos. Pulsa verificar-cuenta.net,1
¡Bomba! La noticia que Santander no quiere que sepas sobre cómo ahorrar.,1
Compra seguidores reales para TikTok e Instagram al mejor precio en shrt.url/xyz,1
Reclama tu tarjeta regalo de AliExpress de 500 euros antes de que caduque.,1
Tu factura de HBO Max de este mes ya está disponible para descargar.,0
Has ganado un premio de 5.000 euros en la lotería de Perú. Contacta a admin@verificar-datos.com.,1
Consiga el nuevo perfume de Dior totalmente gratis participando en shrt.url/xyz,1
Te envío la presentación para que le eches un vistazo antes de mañana.,0
Hola Lucía; te adjunto la propuesta de colaboración que hablamos.,0
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Hola mamá; ya hemos llegado al hotel. Todo está perfecto. Besos.,0
Confirmación de vuelo: Tu check-in para el viaje a Chile ya está abierto.,0
Recordatorio: Mañana es el último día para entregar el informe trimestral.,0
Tu pedido de comida a domicilio llegará en unos 15 minutos. ¡Que aproveche!,0
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
Hola Javier; ¿has podido revisar el presupuesto que te mandé?,0
¡Bingo! Tienes un bono de bienvenida de 45.000 para jugar en el casino online.,1
Te han enviado un archivo confidencial por WeTransfer. Descarga en premios-ya.org/click,1
Felicidades; eres el visitante número un millón. Reclama tu premio aquí.,1
Su cuenta de PayPal ha sido restringida. Verifique su identidad aquí: shrt.url/xyz,1
Invierta en oro y plata de forma segura con nuestra plataforma en premios-ya.org/click,1
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
¡Bomba! La noticia que Santander no quiere que sepas sobre cómo ahorrar.,1
Su acceso a la plataforma de inversión ha sido bloqueado por seguridad.,1
Nuevo mensaje de tu banco: Tienes un aviso importante en tu buzón virtual.,1
He encontrado las llaves que habías perdido. Las tengo yo en casa.,0
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en verificar-cuenta.net,1
¿Quedamos en la puerta del metro a las 9:30 para ir al concierto?,0
Gana una beca completa para estudiar en el extranjero. Pulsa aquí: shrt.url/xyz,1
Haz que tu web aparezca en el número 1 de Google con nuestros servicios.,1
Ayuda humanitaria: Donación de 100 euros a su nombre. Responda a este mail.,1
¿Quieres que compremos algo para cenar o prefieres salir fuera?,0
Tu coche tiene una multa de tráfico pendiente de pago. Ver imagen: shrt.url/xyz,1
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
Tu paquete de Zara está retenido. Paga las tasas de aduana aquí: premios-ya.org/click,1
Hola equipo; les comparto el acta de la reunión de hoy. Saludos.,0
Te mando el presupuesto para la reforma del baño. Avísame si tienes dudas.,0
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en premios-ya.org/click,1
Tu pedido de IKEA ya está disponible para recoger en la tienda física.,0
El profesor ha subido una nueva nota al portal de la universidad.,0
¿Me confirmas si el restaurante tiene opciones vegetarianas para la cena?,0
Te adjunto el manual de usuario del nuevo software que vamos a implementar.,0
Atención: Su cuenta de correo será eliminada si no confirma sus datos en shrt.url/xyz,1
Tu suscripción a Prime Video se ha renovado correctamente. Gracias por tu confianza.,0
¿Me puedes pasar la receta de la tarta que hiciste el domingo? Estaba riquísima.,0
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Adjunto el itinerario de nuestro viaje a España. ¡Qué ganas de ir!,0
Solicitud de amistad pendiente de una persona que conoces en bit.ly/secure-auth,1
La presentación del proyecto Marketing ha sido pospuesta para la semana que viene.,0
¿Qué tal todo? Hace mucho que no hablamos; a ver si quedamos pronto para comer.,0
Gana 500 extra al mes vendiendo productos de belleza desde tu móvil.,1
Tu cuenta de usuario ha sido creada correctamente. Pulsa aquí para activar.,0
La entrega de premios será en el auditorio el próximo lunes por la tarde.,0
Oferta de empleo: Buscamos asistente remoto. Sueldo de 45.000 semanales.,1
Haz que tu web aparezca en el número 1 de Google con nuestros servicios.,1
Tu pedido de comida a domicilio llegará en unos 15 minutos. ¡Que aproveche!,0
Has ganado un premio de 500 euros en la lotería de Chile. Contacta a admin@verificar-datos.com.,1
Atención cliente: Su clave de acceso caduca en 24 horas. Cámbiela en shrt.url/xyz,1
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
¿Me confirmas si el restaurante tiene opciones vegetarianas para la cena?,0
La reunión de padres de alumnos será en el aula magna el martes a las 11:45.,0
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Acceda a la preventa exclusiva de la nueva moneda Bitcoin solo por invitación.,1
Mejora tu historial crediticio con nuestro método legal y rápido.,1
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en bit.ly/secure-auth,1
Se ha realizado una compra de 1.200 en El Corte Inglés con su tarjeta. ¿No fue usted?,1
Descuentos del 90% en suplementos y salud. Visita nuestra farmacia en bit.ly/secure-auth,1
Hola equipo; les comparto el acta de la reunión de hoy. Saludos.,0
¿Me puedes decir qué tal te fue en la entrevista de trabajo de ayer?,0
Tu coche tiene una multa de tráfico pendiente de pago. Ver imagen: shrt.url/xyz,1
Gana dinero desde casa trabajando solo 2 horas al día. Detalles en verificar-cuenta.net,1
¿Me confirmas si el restaurante tiene opciones vegetarianas para la cena?,0
Su paquete ha sido entregado en un punto de recogida. Ver dirección: t.co/promo,1
Atención: Se ha detectado un virus en su dispositivo móvil. Instale verificar-cuenta.net,1
Confirmación de cancelación: Tu suscripción a iCloud ha finalizado.,0
La clase de inglés se ha cancelado por enfermedad del profesor.,0
¿Me podrías pasar el contacto de Laura? Necesito consultarle una duda técnica.,0
Hola; te mando el contacto del fontanero que vino a mi casa; es muy bueno.,0
Invierta en propiedades inmobiliarias desde solo 100 euros con crowdfunding.,1
Has ganado un premio de 5.000 euros en la lotería de Chile. Contacta a admin@verificar-datos.com.,1
Ayuda humanitaria: Donación de 5.000 euros a su nombre. Responda a este mail.,1
Hola Sofía; ¿sabes a qué hora abre la biblioteca hoy?,0
Te envié las fotos que me pediste aquí: verificar-cuenta.net (Contenido solo para adultos),1
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
Tu pedido de Zara ya está disponible para recoger en la tienda física.,0
¿Tienes un momento para una llamada rápida? Es sobre el tema de Marketing.,0
Tu pedido de AliExpress ha sido cancelado. Solicita el reembolso en seguridad-banca.com,1
¿A qué hora pasa el autobús para ir al centro comercial?,0
¡Felicidades! Fuiste seleccionado para un sorteo de un iPhone 15 Pro Max.,1
Hola Elena; ¿te llegó el correo con los detalles del proyecto Sigma?,0
Su dirección IP está siendo utilizada para actividades ilegales. Protéjase.,1
Atención: Su cuenta de correo será eliminada si no confirma sus datos en t.co/promo,1
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Invierta en el nuevo mercado de Bitcoin antes de que suba de precio.,1
Te han enviado un archivo confidencial por WeTransfer. Descarga en premios-ya.org/click,1
Hola María; te comparto las fotos del viaje. ¡Lo pasamos genial!,0
Confirmación de cita: Masaje relajante el jueves a las 15:30.,0
Tu pedido de Decathlon ya está disponible para recoger en la tienda física.,0
Te han dejado un mensaje de voz importante. Escúchalo aquí: shrt.url/xyz,1
Recupera tu acceso a Instagram inmediatamente pulsando en este enlace seguro.,1
Ahorra hasta un 70% en tu factura de la luz con estos nuevos paneles solares.,1
Tu coche tiene una multa de tráfico pendiente de pago. Ver imagen: seguridad-banca.com,1
Te adjunto el ticket de compra por si tienes que cambiar algo en la tienda.,0
Adjunto el informe de gastos del viaje a España para su revisión.,0
Hola Lucía; te comparto las fotos del viaje. ¡Lo pasamos genial!,0
¿Problemas de rendimiento masculino? Tenemos la solución definitiva en verificar-cuenta.net,1
Su cuenta ha sido seleccionada para una auditoría de seguridad. Pulse aquí.,1
Recordatorio: Mañana es el último día para entregar el informe trimestral.,0
Hola Ana; te adjunto la propuesta de colaboración que hablamos.,0
Atención: Su cuenta de correo será eliminada si no confirma sus datos en verificar-cuenta.net,1
Hola Lucía; espero que estés mejor de tu resfriado. Recupérate pronto.,0
Hola; ¿sabes dónde puedo encontrar el archivo de los clientes antiguos?,0
Recordatorio: Tienes una cita médica el viernes a las 12:30. Por favor llega puntual.,0
Adjunto envío el reporte de ventas correspondiente al mes de abril.,0
Ahorra hasta un 70% en tu factura de la luz con estos nuevos paneles solares.,1
Recordatorio de cita: Peluquería el lunes a las 11:15.,0
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en verificar-cuenta.net,1
Te envío la lista de reproducción para la fiesta del sábado. ¿Te gusta?,0
¿Problemas de rendimiento masculino? Tenemos la solución definitiva en bit.ly/secure-auth,1
La entrega de premios será en el auditorio el próximo lunes por la tarde.,0
Tu paquete de Correos está listo para entrega pero faltan datos. Pulsa verificar-cuenta.net,1
Gana 45.000 extra al mes vendiendo productos de belleza desde tu móvil.,1
La clase de inglés se ha cancelado por enfermedad del profesor.,0
Recordatorio: Tienes una cita médica el martes a las 17:00. Por favor llega puntual.,0
Hola mamá; ya hemos llegado al hotel. Todo está perfecto. Besos.,0
La entrega de premios será en el auditorio el próximo lunes por la tarde.,0
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
Confirmación de envío: Su paquete de Mercado Libre llegará mañana entre las 9 y las 14h.,0
Hackers tienen tus videos privados. Paga en Bitcoin para evitar que se publiquen.,1
Su acceso a la banca online de CaixaBank ha sido deshabilitado. Entre en t.co/promo,1
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
¡Bomba! La noticia que Bankinter no quiere que sepas sobre cómo ahorrar.,1
Te envío el documento de Word con mis comentarios en control de cambios.,0
Su préstamo de 45.000 ha sido pre-aprobado. Solicítelo ya en t.co/promo,1
Gana una cena para dos en un restaurante estrella Michelin de tu ciudad.,1
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
Tu factura de iCloud de este mes ya está disponible para descargar.,0
Has sido mencionado en una publicación. Haz clic para ver el comentario.,1
Usted tiene una herencia sin reclamar de un pariente en Chile.,1
Haz que tu web aparezca en el número 1 de Google con nuestros servicios.,1
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
¿Me podrías pasar el contacto de Laura? Necesito consultarle una duda técnica.,0
Tu coche tiene una multa de tráfico pendiente de pago. Ver imagen: shrt.url/xyz,1
¿Podrías revisar el texto que te envié por correo antes de mandarlo al cliente?,0
Descubra el secreto para ganar la lotería nacional cada semana.,1
Recupera tu acceso a Instagram inmediatamente pulsando en este enlace seguro.,1
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
Su dirección IP está siendo utilizada para actividades ilegales. Protéjase.,1
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en shrt.url/xyz,1
Tu pedido de comida a domicilio llegará en unos 15 minutos. ¡Que aproveche!,0
¿Me puedes pasar la receta de la tarta que hiciste el domingo? Estaba riquísima.,0
Ayuda humanitaria: Donación de 1.200 euros a su nombre. Responda a este mail.,1
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
Recordatorio de pago: Tu recibo de autónomos se cargará el próximo miércoles.,0
Hola Roberto; ¿has podido revisar el presupuesto que te mandé?,0
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
Tu paquete de Decathlon está retenido. Paga las tasas de aduana aquí: premios-ya.org/click,1
Su acceso a la plataforma de inversión ha sido bloqueado por seguridad.,1
Consigue licencias de Windows y Office por menos de 5 euros en seguridad-banca.com,1
Confirmación de vuelo: Tu check-in para el viaje a Perú ya está abierto.,0
Te han enviado un archivo confidencial por WeTransfer. Descarga en bit.ly/secure-auth,1
Tu factura de Spotify de este mes ya está disponible para descargar.,0
Te adjunto mi CV actualizado por si te enteras de alguna vacante.,0
Confirmación de cita: Masaje relajante el jueves a las 14:15.,0
Hola Ana; te llamé pero no me lo cogiste. Llámame cuando puedas.,0
Gracias por contactar con nuestro servicio de atención al cliente. Su ticket es #57953.,0
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en bit.ly/secure-auth,1
Su préstamo ha sido aprobado. Reciba el dinero en menos de 10 minutos.,1
Hola; te escribo para decirte que al final no podré ir al cine; lo siento.,0
Consiga una suscripción de por vida a HBO Max por un pago único de 10€.,1
El gimnasio me ha avisado de que mañana abren en horario especial.,0
Hola mamá; ya hemos llegado al hotel. Todo está perfecto. Besos.,0
Reclama tu tarjeta regalo de Zara de 500 euros antes de que caduque.,1
Gana dinero desde casa trabajando solo 2 horas al día. Detalles en verificar-cuenta.net,1
Has ganado un premio de 1.200 euros en la lotería de Chile. Contacta a admin@verificar-datos.com.,1
La entrega de premios será en el auditorio el martes por la tarde.,0
Consiga una suscripción de por vida a Prime Video por un pago único de 10€.,1
Tu factura de Spotify de este mes ya está disponible para descargar.,0
Tu factura de Disney+ está vencida. Evita el corte del servicio aquí: t.co/promo,1
¿A qué hora quedamos mañana para ir a la universidad?,0
¡Bomba! La noticia que Santander no quiere que sepas sobre cómo ahorrar.,1
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Felicidades; eres el visitante número un millón. Reclama tu premio aquí.,1
Gana un viaje todo incluido a México respondiendo esta encuesta de 1 minuto.,1
Acceda a la preventa exclusiva de la nueva moneda Bitcoin solo por invitación.,1
Tu factura de iCloud de este mes ya está disponible para descargar.,0
Atención: Se ha detectado un virus en su dispositivo móvil. Instale bit.ly/secure-auth,1
Tu reserva de hotel en Colombia ha sido confirmada con éxito.,0
Tu pedido de AliExpress ha sido cancelado. Solicita el reembolso en shrt.url/xyz,1
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Se ha realizado una compra de 1.200 en IKEA con su tarjeta. ¿No fue usted?,1
Felicidades Sofía; has sido preseleccionado para el reality show de moda.,1
Te han dejado un mensaje de voz importante. Escúchalo aquí: premios-ya.org/click,1
Descubra el secreto para ganar la lotería nacional cada semana.,1
Nuevo mensaje de tu banco: Tienes un aviso importante en tu buzón virtual.,1
Invierta en la industria del cannabis legal y obtenga grandes rentabilidades.,1
Tu suscripción a Netflix ha fallado. Actualiza tu método de pago: t.co/promo,1
Te adjunto el manual de usuario del nuevo software que vamos a implementar.,0
Su ID de Apple ha sido bloqueado por razones de seguridad. Desbloquee en seguridad-banca.com,1
Atención: Se ha detectado un virus en su dispositivo móvil. Instale shrt.url/xyz,1
¿Quieres perder peso rápido? Prueba nuestras pastillas milagrosas en seguridad-banca.com,1
El dentista me ha pedido que te recuerde tu limpieza de boca anual.,0
Tu mascota puede ser la imagen de nuestra nueva campaña de El Corte Inglés.,1
Gana dinero probando videojuegos desde casa. Regístrate en seguridad-banca.com,1
Consigue licencias de Windows y Office por menos de 5 euros en shrt.url/xyz,1
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
Te adjunto el ticket de compra por si tienes que cambiar algo en la tienda.,0
El gimnasio me ha avisado de que mañana abren en horario especial.,0
Hola María; te envío los apuntes que me pediste de la clase de ayer.,0
Se ha realizado una compra de 15.000 en AliExpress con su tarjeta. ¿No fue usted?,1
Atención: Se ha detectado un virus en su dispositivo móvil. Instale verificar-cuenta.net,1
El profesor ha subido una nueva nota al portal de la universidad.,0
Hola mamá; ya hemos llegado al hotel. Todo está perfecto. Besos.,0
Hola Pedro; ¿puedes traer el cargador del portátil mañana a la oficina?,0
Tu suscripción a Disney+ se ha renovado correctamente. Gracias por tu confianza.,0
Confirmación de vuelo: Tu check-in para el viaje a Colombia ya está abierto.,0
Hola Lucía; ¿te llegó el correo con los detalles del proyecto Sigma?,0
Recordatorio: Tienes una clase particular de música el jueves a las 15:45.,0
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en premios-ya.org/click,1
Consigue el nuevo Samsung Galaxy S24 Ultra por solo 1 euro participando aquí.,1
Su acceso a la banca online de Abanca ha sido deshabilitado. Entre en bit.ly/secure-auth,1
Confirmación de vuelo: Tu check-in para el viaje a Argentina ya está abierto.,0
Tu paquete de Correos está listo para entrega pero faltan datos. Pulsa verificar-cuenta.net,1
¿Tienes un momento para una llamada rápida? Es sobre el tema de Sigma.,0
Recibe una tarjeta de combustible de 100€ por ser cliente de Unicaja.,1
Tu seguro de coche está a punto de vencer. Compara y ahorra con nosotros.,1
Hola; te escribo para decirte que al final no podré ir al cine; lo siento.,0
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
Gana un viaje todo incluido a España respondiendo esta encuesta de 1 minuto.,1
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
Su préstamo de 1.200 ha sido pre-aprobado. Solicítelo ya en t.co/promo,1
Aprende a ganar en la ruleta con este truco matemático infalible.,1
Aviso de embargo: Tienes una deuda pendiente con BBVA. Paga ahora: t.co/promo,1
Tu cuenta de Disney+ se renovará automáticamente al precio completo. Cancela.,1
Te adjunto el plano de la nueva oficina. Mi mesa es la del rincón.,0
¿Qué tal todo? Hace mucho que no hablamos; a ver si quedamos pronto para comer.,0
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
¿Quedamos en la puerta del metro a las 12:30 para ir al concierto?,0
Confirmación de vuelo: Tu check-in para el viaje a España ya está abierto.,0
La clase de inglés se ha cancelado por enfermedad del profesor.,0
Trabajo de medio tiempo para Amazon. Gana hasta 100 al día.,1
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
Su préstamo de 2.500 ha sido pre-aprobado. Solicítelo ya en seguridad-banca.com,1
Invierta en oro y plata de forma segura con nuestra plataforma en premios-ya.org/click,1
Tu paquete de IKEA está retenido. Paga las tasas de aduana aquí: t.co/promo,1
La reunión de padres de alumnos será en el aula magna el próximo lunes a las 13:15.,0
Su acceso a la plataforma de inversión ha sido bloqueado por seguridad.,1
Confirmación de suscripción: Bienvenido al boletín de noticias de El Corte Inglés.,0
¿Tienes un momento para una llamada rápida? Es sobre el tema de Beta.,0
Tu pedido de comida a domicilio llegará en unos 15 minutos. ¡Que aproveche!,0
Tu crédito de Google Ads está listo para ser usado. Actívalo en premios-ya.org/click,1
Su dirección IP está siendo utilizada para actividades ilegales. Protéjase.,1
¿Quieres que compremos algo para cenar o prefieres salir fuera?,0
Recordatorio: Mañana es el último día para entregar el informe trimestral.,0
Gana dinero compartiendo enlaces en tus redes sociales. Es gratis.,1
Trabajo de medio tiempo para Amazon. Gana hasta 1.200 al día.,1
Confirmación de vuelo: Tu check-in para el viaje a España ya está abierto.,0
¡Bingo! Tienes un bono de bienvenida de 2.500 para jugar en el casino online.,1
Tu reserva de hotel en Colombia ha sido confirmada con éxito.,0
Confirmación de envío: Su paquete de Zara llegará mañana entre las 9 y las 14h.,0
Hola Juan; ¿has podido revisar el presupuesto que te mandé?,0
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Mejora tu historial crediticio con nuestro método legal y rápido.,1
Descubra el secreto para ganar la lotería nacional cada semana.,1
Atención: Se ha detectado un virus en su dispositivo móvil. Instale shrt.url/xyz,1
El gimnasio me ha avisado de que mañana abren en horario especial.,0
¿Me puedes pasar la receta de la tarta que hiciste el domingo? Estaba riquísima.,0
Reclama tu tarjeta regalo de Mercado Libre de 500 euros antes de que caduque.,1
Te adjunto el manual de usuario del nuevo software que vamos a implementar.,0
Su cuenta de PayPal ha sido restringida. Verifique su identidad aquí: seguridad-banca.com,1
Su reembolso de impuestos de 100 está listo. Confirme su cuenta: premios-ya.org/click,1
¿Qué tal todo? Hace mucho que no hablamos; a ver si quedamos pronto para comer.,0
Hola Pedro; te adjunto la propuesta de colaboración que hablamos.,0
Te han enviado un archivo confidencial por WeTransfer. Descarga en shrt.url/xyz,1
Te envío el documento de Word con mis comentarios en control de cambios.,0
Confirmación de envío: Su paquete de Decathlon llegará mañana entre las 9 y las 14h.,0
Hola; te mando la lista de la compra para que no se nos olvide nada.,0
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
¿Me confirmas si el restaurante tiene opciones vegetarianas para la cena?,0
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
¿Podrías revisar el texto que te envié por correo antes de mandarlo al cliente?,0
